ciudad,fecha,anio,mes,dia_semana,nombre_dia,semana,estacion_anio,CO,NO2,O3,PM25,SO2
CDMX,2019-02-02,2019,2,5,Saturday,5,Invierno,0.5597442680776014,0.031243530389363724,0.034633557347670256,29.032118055555557,0.004294040835707503
CDMX,2019-02-03,2019,2,6,Sunday,5,Invierno,0.4973990978157645,0.027606896961063627,0.03896017025089606,26.803472222222222,0.0036456552706552706
CDMX,2019-02-04,2019,2,0,Monday,6,Invierno,0.4267628205128205,0.026155448717948716,0.03710416666666667,25.251388888888886,0.0034150641025641024
CDMX,2019-02-05,2019,2,1,Tuesday,6,Invierno,0.6002928743961352,0.032579251876038266,0.036814121924544974,30.120192307692307,0.00495763074984247
CDMX,2019-02-06,2019,2,2,Wednesday,6,Invierno,0.651907932647063,0.03390148351648352,0.0422134536624356,32.47996031746032,0.0029686019536019534
CDMX,2019-02-07,2019,2,3,Thursday,6,Invierno,0.5128604840208101,0.030029450483091788,0.039530236884762746,30.39333028083028,0.004086376811594203
CDMX,2019-02-08,2019,2,4,Friday,6,Invierno,0.214420405982906,0.01786680116381203,0.025939660435350093,19.0865231990232,0.00250111668524712
CDMX,2019-02-09,2019,2,5,Saturday,6,Invierno,0.29575,0.020068717948717948,0.023082040229885057,22.686979166666664,0.006685066476733143
CDMX,2019-02-10,2019,2,6,Sunday,6,Invierno,0.36531642512077295,0.020467564102564104,0.03235632183908046,19.870833333333334,0.005434888414055081
CDMX,2019-02-11,2019,2,0,Monday,7,Invierno,0.48473665223665224,0.02483563789707457,0.03746063679698612,24.521993284493288,0.0029995624168592033
CDMX,2019-02-12,2019,2,1,Tuesday,7,Invierno,0.4393004676482937,0.023098669108669107,0.02682418631663295,26.260416666666668,0.004476860670194004
CDMX,2019-02-13,2019,2,2,Wednesday,7,Invierno,0.41086132617382615,0.02698431077075099,0.022045401983074395,30.88075396825397,0.009889927691068995
CDMX,2019-02-14,2019,2,3,Thursday,7,Invierno,0.5769883407655146,0.024648648504273507,0.02790863855440005,26.42717612248862,0.0014999145299145298
CDMX,2019-02-15,2019,2,4,Friday,7,Invierno,0.5847198996655518,0.027622734113712372,0.032617603235419325,23.089682539682542,0.0016746201329534665
CDMX,2019-02-16,2019,2,5,Saturday,7,Invierno,0.46926923076923077,0.025063958333333334,0.03481557881773399,22.88612637362637,0.002461360398860399
CDMX,2019-02-17,2019,2,6,Sunday,7,Invierno,0.3489188034188034,0.01861226843100189,0.03056899814883323,16.825793650793653,0.0013761303109129197
CDMX,2019-02-18,2019,2,0,Monday,8,Invierno,0.5523464023898806,0.024437191166321603,0.0239555957810966,18.09214257964258,0.0018322677322677324
CDMX,2019-02-19,2019,2,1,Tuesday,8,Invierno,0.4123472222222222,0.018713759881422928,0.018158124336285258,12.544667832167832,0.001334109067261241
